N	P	K	pH	temperature	humidity	rainfall	soil_type	season	region	label
90	18	52	6.56	28.05	90.83	187	Loamy	Kharif	Nashik	Wheat
90	26	45	6.12	29.92	94.56	187	Alluvial	Kharif	Konkan	Rice
90	25	49	6.08	29.87	93.25	187	Alluvial	Kharif	Konkan	Rice
90	24	53	6.29	29.17	92.21	187	Alluvial	Kharif	Konkan	Rice
90	30	51	6.07	29.25	90.07	187	Alluvial	Kharif	Konkan	Rice
90	6	52	6.74	27.76	90.36	187	Loamy	Kharif	Nashik	Wheat
90	26	52	6.2	28.83	94.27	187	Alluvial	Kharif	Konkan	Rice
90	30	48	6.04	28.52	92.1	187	Alluvial	Kharif	Konkan	Rice
90	9	52	6.02	29.07	90.98	187	Alluvial	Kharif	Konkan	Rice
90	7	45	6.7	29.08	90.74	187	Loamy	Kharif	Nashik	Wheat
90	21	55	6.49	28.47	94.79	187	Alluvial	Kharif	Konkan	Rice
90	26	45	6.22	28.28	90.39	187	Alluvial	Kharif	Konkan	Rice
90	27	55	6.16	28.47	91.21	187	Alluvial	Kharif	Konkan	Rice
90	5	55	6.17	29.69	94.3	187	Alluvial	Kharif	Konkan	Rice
90	14	51	6.09	27.02	91.67	187	Alluvial	Kharif	Konkan	Rice
90	18	48	6.16	29.1	94.17	187	Alluvial	Kharif	Konkan	Rice
90	14	48	6.61	29.69	92.59	187	Loamy	Kharif	Nashik	Wheat
90	9	53	6.45	28.21	92.87	187	Alluvial	Kharif	Konkan	Rice
90	6	53	6.11	29.05	93.92	187	Alluvial	Kharif	Konkan	Rice
90	12	46	6.56	29.57	93.62	187	Loamy	Kharif	Nashik	Wheat
90	13	47	6.14	29.11	92.44	187	Alluvial	Kharif	Konkan	Rice
90	25	50	6.1	28.2	92.91	187	Alluvial	Kharif	Konkan	Rice
90	25	53	6.41	29.12	92.13	187	Alluvial	Kharif	Konkan	Rice
90	21	52	6.08	29.63	90.1	187	Alluvial	Kharif	Konkan	Rice
90	25	55	6.12	29.81	90.37	187	Alluvial	Kharif	Konkan	Rice
90	24	54	6.7	27.72	90.94	187	Loamy	Kharif	Nashik	Wheat
90	25	50	6.09	29.26	92.92	187	Alluvial	Kharif	Konkan	Rice
90	17	48	6.37	29.73	94.3	187	Alluvial	Kharif	Konkan	Rice
90	25	54	6.43	28.91	90.78	187	Alluvial	Kharif	Konkan	Rice
90	25	51	6.47	28.96	93.88	187	Alluvial	Kharif	Konkan	Rice
90	11	54	6.09	28.59	91.34	187	Alluvial	Kharif	Konkan	Rice
90	26	52	6.15	27.34	90.7	187	Alluvial	Kharif	Konkan	Rice
90	17	52	6.65	29.9	90.75	187	Loamy	Kharif	Nashik	Wheat
90	25	46	6.38	27.43	90.03	187	Alluvial	Kharif	Konkan	Rice
90	8	46	6.73	29.56	90.71	187	Loamy	Kharif	Nashik	Wheat
90	13	46	6.13	29.84	93.76	187	Alluvial	Kharif	Konkan	Rice
90	22	47	6.16	28.54	91.73	187	Alluvial	Kharif	Konkan	Rice
90	13	52	6.44	27.12	94.87	187	Alluvial	Kharif	Konkan	Rice
90	23	55	6.73	27.84	91.61	187	Loamy	Kharif	Nashik	Wheat
90	22	47	6.24	29.03	91.82	187	Alluvial	Kharif	Konkan	Rice
90	23	45	6.27	27.82	90.57	187	Alluvial	Kharif	Konkan	Rice
90	10	49	6.35	27.73	92.01	187	Alluvial	Kharif	Konkan	Rice
90	12	52	6	28.7	94.31	187	Alluvial	Kharif	Konkan	Rice
90	20	51	6.34	29.73	90.97	187	Alluvial	Kharif	Konkan	Rice
90	11	53	6.16	29.54	92.92	187	Alluvial	Kharif	Konkan	Rice
90	19	55	6.12	28.8	91.78	187	Alluvial	Kharif	Konkan	Rice
90	26	49	6.13	27.29	90.53	187	Alluvial	Kharif	Konkan	Rice
90	20	48	6.44	27.47	94.88	187	Alluvial	Kharif	Konkan	Rice
90	17	47	6.19	29.49	94.73	187	Alluvial	Kharif	Konkan	Rice
90	7	45	6.16	27.79	92.51	187	Alluvial	Kharif	Konkan	Rice
90	22	48	6.78	29.13	91.52	187	Loamy	Kharif	Nashik	Wheat
90	21	47	6.43	27.93	93.56	187	Alluvial	Kharif	Konkan	Rice
90	12	48	6.71	29.46	92.13	187	Loamy	Kharif	Nashik	Wheat
90	12	47	6.01	27.97	92.17	187	Alluvial	Kharif	Konkan	Rice
90	14	49	6.37	29.49	91.08	187	Alluvial	Kharif	Konkan	Rice
90	9	47	6.67	29.47	90.77	187	Loamy	Kharif	Nashik	Wheat
90	16	46	6.75	27.08	90.14	187	Loamy	Kharif	Nashik	Wheat
90	7	45	6.03	27.3	90.8	187	Alluvial	Kharif	Konkan	Rice
90	6	45	6.4	29.83	90.79	187	Alluvial	Kharif	Konkan	Rice
90	20	50	6.45	29.93	93.23	187	Alluvial	Kharif	Konkan	Rice
90	29	49	6.25	29.94	93.91	187	Alluvial	Kharif	Konkan	Rice
90	5	47	6.27	28.03	91.47	187	Alluvial	Kharif	Konkan	Rice
90	5	52	6.14	29.88	94.04	187	Alluvial	Kharif	Konkan	Rice
90	15	54	6.19	27.71	92.91	187	Alluvial	Kharif	Konkan	Rice
90	11	47	6.33	29.79	94.65	187	Alluvial	Kharif	Konkan	Rice
90	15	48	6.21	28.58	92.87	187	Alluvial	Kharif	Konkan	Rice
90	30	52	6.64	29.48	90.34	187	Loamy	Kharif	Nashik	Wheat
90	12	52	6.69	27.51	94.96	187	Loamy	Kharif	Nashik	Wheat
90	25	50	6.33	28.05	94.82	187	Alluvial	Kharif	Konkan	Rice
90	11	45	6.36	29.03	93.13	187	Alluvial	Kharif	Konkan	Rice
90	5	55	6.09	28.59	91.89	187	Alluvial	Kharif	Konkan	Rice
90	18	46	6.78	27.09	93.42	187	Loamy	Kharif	Nashik	Wheat
90	22	54	6.63	28	90.85	187	Loamy	Kharif	Nashik	Wheat
90	18	52	6.48	27.87	91.15	187	Alluvial	Kharif	Konkan	Rice
90	18	45	6.57	28.97	90.72	187	Loamy	Kharif	Nashik	Wheat
90	28	48	6.17	28.88	92.49	187	Alluvial	Kharif	Konkan	Rice
90	18	53	6.01	29.17	94.2	187	Alluvial	Kharif	Konkan	Rice
90	20	54	6.54	29.34	90.02	187	Loamy	Kharif	Nashik	Wheat
90	22	47	6.34	29.07	91.92	187	Alluvial	Kharif	Konkan	Rice
90	25	54	6.15	28.68	92.51	187	Alluvial	Kharif	Konkan	Rice
90	15	49	6.44	28.93	91.39	187	Alluvial	Kharif	Konkan	Rice
90	16	51	6.55	28	91.64	187	Loamy	Kharif	Nashik	Wheat
90	5	50	6.4	27.59	91.8	187	Alluvial	Kharif	Konkan	Rice
90	21	47	6.19	29.87	90.61	187	Alluvial	Kharif	Konkan	Rice
90	23	54	6.16	28.56	90.46	187	Alluvial	Kharif	Konkan	Rice
90	29	55	6.66	29.19	91.46	187	Loamy	Kharif	Nashik	Wheat
90	11	47	6.5	27.99	92.78	187	Loamy	Kharif	Nashik	Wheat
90	18	51	6.71	28.05	91.82	187	Loamy	Kharif	Nashik	Wheat
90	21	52	6.07	27.35	94.29	187	Alluvial	Kharif	Konkan	Rice
90	8	52	6.42	29.34	94.55	187	Alluvial	Kharif	Konkan	Rice
90	6	46	6.4	28.61	94.22	187	Alluvial	Kharif	Konkan	Rice
90	25	50	6.38	27.05	91.35	187	Alluvial	Kharif	Konkan	Rice
90	13	55	6.7	29.53	94.57	187	Loamy	Kharif	Nashik	Wheat
90	26	47	6.57	28.5	93.47	187	Loamy	Kharif	Nashik	Wheat
90	21	52	6.29	28.9	94.79	187	Alluvial	Kharif	Konkan	Rice
90	15	52	6.45	27.05	91.38	187	Alluvial	Kharif	Konkan	Rice
90	16	54	6.59	28.96	91.7	187	Loamy	Kharif	Nashik	Wheat
90	128	196	5.52	22.75	90.69	187	Alluvial	Kharif	Konkan	Rice
90	144	197	6.13	23.85	94.35	187	Alluvial	Kharif	Konkan	Rice
90	128	205	6.23	22.61	94.59	187	Alluvial	Kharif	Konkan	Rice
90	120	201	6.32	21.19	91.13	187	Alluvial	Kharif	Konkan	Rice
90	129	201	5.59	23.41	91.7	187	Alluvial	Kharif	Konkan	Rice
90	137	204	5.82	22.86	93.13	187	Alluvial	Kharif	Konkan	Rice
90	139	205	5.77	22.48	93.41	187	Alluvial	Kharif	Konkan	Rice
90	123	205	5.79	22.03	92.96	187	Alluvial	Kharif	Konkan	Rice
90	144	196	6.5	21.91	91.69	187	Alluvial	Kharif	Konkan	Rice
90	124	199	5.66	23.71	93.27	187	Alluvial	Kharif	Konkan	Rice
90	122	197	5.57	21.38	92.72	187	Alluvial	Kharif	Konkan	Rice
90	121	196	6.08	22.85	94.32	187	Alluvial	Kharif	Konkan	Rice
90	126	204	6.38	23.11	92.8	187	Alluvial	Kharif	Konkan	Rice
90	139	199	5.87	23.25	94.54	187	Alluvial	Kharif	Konkan	Rice
90	133	200	5.71	23.67	90.49	187	Alluvial	Kharif	Konkan	Rice
90	143	199	5.8	23.77	90.6	187	Alluvial	Kharif	Konkan	Rice
90	140	198	6.28	23.34	91.48	187	Alluvial	Kharif	Konkan	Rice
90	137	199	5.7	22.64	90.18	187	Alluvial	Kharif	Konkan	Rice
90	121	203	5.61	22.46	94.76	187	Alluvial	Kharif	Konkan	Rice
90	144	195	5.86	22.96	93.58	187	Alluvial	Kharif	Konkan	Rice
90	128	205	6.04	21.07	93.57	187	Alluvial	Kharif	Konkan	Rice
90	128	198	5.69	22.44	92.71	187	Alluvial	Kharif	Konkan	Rice
90	143	196	5.67	22.71	90.45	187	Alluvial	Kharif	Konkan	Rice
90	140	198	5.75	21.7	93.44	187	Alluvial	Kharif	Konkan	Rice
90	144	204	5.8	22.43	92.49	187	Alluvial	Kharif	Konkan	Rice
90	141	203	5.82	21.26	92.84	187	Alluvial	Kharif	Konkan	Rice
90	144	197	6.28	22.92	94.9	187	Alluvial	Kharif	Konkan	Rice
90	143	198	6.03	22.81	91.52	187	Alluvial	Kharif	Konkan	Rice
90	137	200	5.64	21.12	90.69	187	Alluvial	Kharif	Konkan	Rice
90	144	198	5.56	21.11	90.32	187	Alluvial	Kharif	Konkan	Rice
90	126	196	5.6	23.6	90.98	187	Alluvial	Kharif	Konkan	Rice
90	120	203	5.89	23.13	94.71	187	Alluvial	Kharif	Konkan	Rice
90	143	197	5.88	22.98	93.32	187	Alluvial	Kharif	Konkan	Rice
90	141	201	6.39	22.13	90.98	187	Alluvial	Kharif	Konkan	Rice
90	142	202	5.71	22.54	91.48	187	Alluvial	Kharif	Konkan	Rice
90	138	195	5.8	22.49	91.7	187	Alluvial	Kharif	Konkan	Rice
90	125	204	6.05	22.36	94.48	187	Alluvial	Kharif	Konkan	Rice
90	121	196	6.44	22.21	93.51	187	Alluvial	Kharif	Konkan	Rice
90	122	202	5.62	22.45	94.74	187	Alluvial	Kharif	Konkan	Rice
90	123	202	6.44	22.77	92.12	187	Alluvial	Kharif	Konkan	Rice
90	121	201	6.16	22.19	90.03	187	Alluvial	Kharif	Konkan	Rice
90	137	196	5.81	23.61	91.7	187	Alluvial	Kharif	Konkan	Rice
90	135	198	5.77	23.86	94.92	187	Alluvial	Kharif	Konkan	Rice
90	144	205	6.18	21.42	92.63	187	Alluvial	Kharif	Konkan	Rice
90	123	205	5.74	22.37	90.79	187	Alluvial	Kharif	Konkan	Rice
90	133	199	5.82	24	91.61	187	Alluvial	Kharif	Konkan	Rice
90	130	198	5.55	21.8	92.73	187	Alluvial	Kharif	Konkan	Rice
90	143	200	6.02	23.8	92.8	187	Alluvial	Kharif	Konkan	Rice
90	143	204	5.63	23.71	91.53	187	Alluvial	Kharif	Konkan	Rice
90	122	202	5.81	23.34	90.38	187	Alluvial	Kharif	Konkan	Rice
90	125	196	5.73	22.31	90.04	187	Alluvial	Kharif	Konkan	Rice
90	139	202	5.67	23.5	92.21	187	Alluvial	Kharif	Konkan	Rice
90	123	198	5.68	23.46	91.46	187	Alluvial	Kharif	Konkan	Rice
90	136	200	6.25	23.06	92.4	187	Alluvial	Kharif	Konkan	Rice
90	131	199	6.02	22.47	91.23	187	Alluvial	Kharif	Konkan	Rice
90	140	197	5.53	22.7	92.82	187	Alluvial	Kharif	Konkan	Rice
90	138	201	5.95	23.67	93.9	187	Alluvial	Kharif	Konkan	Rice
90	127	204	6.13	22.5	92.46	187	Alluvial	Kharif	Konkan	Rice
90	145	203	6.41	23.83	90.84	187	Alluvial	Kharif	Konkan	Rice
90	139	205	6.16	23.64	93.74	187	Alluvial	Kharif	Konkan	Rice
90	126	195	5.88	21.41	92.99	187	Alluvial	Kharif	Konkan	Rice
90	136	202	5.94	22.85	94.58	187	Alluvial	Kharif	Konkan	Rice
90	124	200	5.97	22.98	93.85	187	Alluvial	Kharif	Konkan	Rice
90	138	200	5.67	21.2	90.81	187	Alluvial	Kharif	Konkan	Rice
90	136	196	5.88	23.87	90.5	187	Alluvial	Kharif	Konkan	Rice
90	134	205	6.09	21.04	94.34	187	Alluvial	Kharif	Konkan	Rice
90	143	197	5.9	22.62	93.52	187	Alluvial	Kharif	Konkan	Rice
90	120	200	6.11	21.45	90.75	187	Alluvial	Kharif	Konkan	Rice
90	145	205	6.21	22.81	92.13	187	Alluvial	Kharif	Konkan	Rice
90	141	197	6.14	21.98	91.13	187	Alluvial	Kharif	Konkan	Rice
90	123	204	6.37	22.53	92.55	187	Alluvial	Kharif	Konkan	Rice
90	136	195	6.26	22.36	91.92	187	Alluvial	Kharif	Konkan	Rice
90	136	204	6.28	21.2	92.16	187	Alluvial	Kharif	Konkan	Rice
90	141	195	5.51	23.88	93.45	187	Alluvial	Kharif	Konkan	Rice
90	129	201	5.68	22.78	94.37	187	Alluvial	Kharif	Konkan	Rice
90	138	197	5.83	22.19	92.44	187	Alluvial	Kharif	Konkan	Rice
90	137	200	5.6	22.91	90.7	187	Alluvial	Kharif	Konkan	Rice
90	132	204	6.1	23.09	90.23	187	Alluvial	Kharif	Konkan	Rice
90	139	197	6.06	21.72	92.84	187	Alluvial	Kharif	Konkan	Rice
90	125	203	6.16	22.44	91.59	187	Alluvial	Kharif	Konkan	Rice
90	143	204	5.81	21.13	91.96	187	Alluvial	Kharif	Konkan	Rice
90	144	196	5.99	22.72	92.25	187	Alluvial	Kharif	Konkan	Rice
90	143	197	5.57	23.75	92.88	187	Alluvial	Kharif	Konkan	Rice
90	135	203	5.97	23.76	93.66	187	Alluvial	Kharif	Konkan	Rice
90	130	196	6.06	22.13	94.68	187	Alluvial	Kharif	Konkan	Rice
90	142	203	5.9	21.17	90.24	187	Alluvial	Kharif	Konkan	Rice
90	129	205	6.12	22.36	91.16	187	Alluvial	Kharif	Konkan	Rice
90	135	203	5.62	22.78	92.7	187	Alluvial	Kharif	Konkan	Rice
90	145	205	5.52	21.23	90.1	187	Alluvial	Kharif	Konkan	Rice
90	121	201	5.73	23.16	90.34	187	Alluvial	Kharif	Konkan	Rice
90	131	203	5.89	22.43	93.92	187	Alluvial	Kharif	Konkan	Rice
90	140	195	5.56	23.64	90.95	187	Alluvial	Kharif	Konkan	Rice
90	138	198	6.22	22.29	90.69	187	Alluvial	Kharif	Konkan	Rice
90	140	197	6.07	23.35	90.9	187	Alluvial	Kharif	Konkan	Rice
90	145	195	6.23	22.04	94.58	187	Alluvial	Kharif	Konkan	Rice
90	120	197	5.89	23.81	92.49	187	Alluvial	Kharif	Konkan	Rice
90	132	198	5.73	22.32	90.85	187	Alluvial	Kharif	Konkan	Rice
90	137	196	6.4	22.14	93.83	187	Alluvial	Kharif	Konkan	Rice
90	144	196	6.5	23.65	94.51	187	Alluvial	Kharif	Konkan	Rice
90	140	197	6.23	22.17	90.27	187	Alluvial	Kharif	Konkan	Rice
90	30	12	6.35	15.78	92.51	187	Alluvial	Kharif	Konkan	Rice
90	6	13	7.51	26.03	91.51	187	Black	Kharif	Vidarbha	Cotton
90	13	6	7.34	13.36	91.36	187	Loamy	Kharif	Nashik	Wheat
90	16	9	7.81	18.88	92.04	187	Black	Kharif	Vidarbha	Cotton
90	7	9	7.13	29.48	91.58	187	Loamy	Kharif	Nashik	Wheat
90	27	10	6.08	28.07	92.91	187	Alluvial	Kharif	Konkan	Rice
90	23	15	7.41	25.67	92.05	187	Loamy	Kharif	Nashik	Wheat
90	18	14	7.21	29.77	92.01	187	Loamy	Kharif	Nashik	Wheat
90	24	14	7.19	30.55	90.9	187	Loamy	Kharif	Nashik	Wheat
90	23	6	7.37	23.96	90.26	187	Loamy	Kharif	Nashik	Wheat
90	17	15	7.46	23.98	91.55	187	Loamy	Kharif	Nashik	Wheat
90	12	8	6.82	25.26	90.31	187	Loamy	Kharif	Nashik	Wheat
90	9	12	7.03	31.08	90.14	187	Loamy	Kharif	Nashik	Wheat
90	7	10	6.12	14.78	91.22	187	Alluvial	Kharif	Konkan	Rice
90	18	6	6.29	26.57	94.45	187	Alluvial	Kharif	Konkan	Rice
90	11	8	6.56	24.86	94.39	187	Loamy	Kharif	Nashik	Wheat
90	8	7	7.16	34.51	93.64	187	Loamy	Kharif	Nashik	Wheat
90	17	5	6.95	24.12	90.72	187	Loamy	Kharif	Nashik	Wheat
90	5	8	7.47	23.85	90.11	187	Loamy	Kharif	Nashik	Wheat
90	8	9	7.6	24.6	91.28	187	Black	Kharif	Vidarbha	Cotton
90	13	6	7.56	15.63	94.26	187	Black	Kharif	Vidarbha	Cotton
90	25	14	6.36	19.34	91.98	187	Alluvial	Kharif	Konkan	Rice
90	7	10	6.93	28.26	91.98	187	Loamy	Kharif	Nashik	Wheat
90	23	5	7.48	22.68	93.36	187	Loamy	Kharif	Nashik	Wheat
90	14	8	7.68	21.03	92.96	187	Black	Kharif	Vidarbha	Cotton
90	7	15	7.83	33.23	91.06	187	Black	Kharif	Vidarbha	Cotton
90	29	12	6.44	22.3	92.16	187	Alluvial	Kharif	Konkan	Rice
90	14	5	6.95	11.5	94.89	187	Loamy	Kharif	Nashik	Wheat
90	8	15	7.99	14.34	94.36	187	Black	Kharif	Vidarbha	Cotton
90	18	14	7.43	33.11	93.48	187	Loamy	Kharif	Nashik	Wheat
90	25	14	7.78	30.49	90.46	187	Black	Kharif	Vidarbha	Cotton
90	12	15	6.05	30.26	92.03	187	Alluvial	Kharif	Konkan	Rice
90	16	6	7.11	12.23	90.26	187	Loamy	Kharif	Nashik	Wheat
90	14	8	6.22	10.01	90.22	187	Alluvial	Kharif	Konkan	Rice
90	7	8	6.42	22.79	90.61	187	Alluvial	Kharif	Konkan	Rice
90	12	7	6.97	20.18	90.65	187	Loamy	Kharif	Nashik	Wheat
90	25	6	6.01	30.72	94.01	187	Alluvial	Kharif	Konkan	Rice
90	8	11	6.6	24.36	92.4	187	Loamy	Kharif	Nashik	Wheat
90	5	5	7.82	21.21	91.35	187	Black	Kharif	Vidarbha	Cotton
90	17	6	6.82	10.79	91.38	187	Loamy	Kharif	Nashik	Wheat
90	30	10	7.29	11.9	91.35	187	Loamy	Kharif	Nashik	Wheat
90	23	15	7.6	22.57	93.37	187	Black	Kharif	Vidarbha	Cotton
90	27	9	6.16	18.87	93.25	187	Alluvial	Kharif	Konkan	Rice
90	11	13	7.19	17.34	93.05	187	Loamy	Kharif	Nashik	Wheat
90	21	8	7.42	34.91	92.88	187	Loamy	Kharif	Nashik	Wheat
90	22	6	6.49	24.54	91.91	187	Alluvial	Kharif	Konkan	Rice
90	18	13	6.04	13.84	91.75	187	Alluvial	Kharif	Konkan	Rice
90	10	10	6.01	22.36	93.52	187	Alluvial	Kharif	Konkan	Rice
90	16	8	6.95	34.74	93.12	187	Loamy	Kharif	Nashik	Wheat
90	9	11	7.91	11.55	94.15	187	Black	Kharif	Vidarbha	Cotton
90	11	5	7.64	23.13	91.95	187	Black	Kharif	Vidarbha	Cotton
90	15	9	7.53	29.98	94.55	187	Black	Kharif	Vidarbha	Cotton
90	5	11	6.25	20.88	90.94	187	Alluvial	Kharif	Konkan	Rice
90	22	9	6.54	17.25	91.14	187	Loamy	Kharif	Nashik	Wheat
90	15	7	7.65	15.83	91.68	187	Black	Kharif	Vidarbha	Cotton
90	6	7	6.71	23.01	91.12	187	Loamy	Kharif	Nashik	Wheat
90	16	14	6.63	16.4	92.18	187	Loamy	Kharif	Nashik	Wheat
90	20	10	6.53	24.45	93.11	187	Loamy	Kharif	Nashik	Wheat
90	29	8	6.45	31.88	91.15	187	Alluvial	Kharif	Konkan	Rice
90	28	10	7.18	31.35	91.48	187	Loamy	Kharif	Nashik	Wheat
90	25	12	7.02	18.05	90.04	187	Loamy	Kharif	Nashik	Wheat
90	6	8	6.39	30.85	92.87	187	Alluvial	Kharif	Konkan	Rice
90	29	13	7.57	22.46	91.53	187	Black	Kharif	Vidarbha	Cotton
90	11	11	7.61	13.7	90.96	187	Black	Kharif	Vidarbha	Cotton
90	24	15	7.14	20.49	93.72	187	Loamy	Kharif	Nashik	Wheat
90	21	9	6.35	13.21	94.03	187	Alluvial	Kharif	Konkan	Rice
90	29	13	6.2	32.32	93.68	187	Alluvial	Kharif	Konkan	Rice
90	29	13	7.83	20.68	90.92	187	Black	Kharif	Vidarbha	Cotton
90	23	12	6.4	31.53	90.51	187	Alluvial	Kharif	Konkan	Rice
90	9	15	7.99	25.35	91.81	187	Black	Kharif	Vidarbha	Cotton
90	5	14	6.58	17.67	91.7	187	Loamy	Kharif	Nashik	Wheat
90	12	8	6.21	12.59	91.82	187	Alluvial	Kharif	Konkan	Rice
90	20	10	6.98	11.87	93.68	187	Loamy	Kharif	Nashik	Wheat
90	8	5	6.56	11.03	92.23	187	Loamy	Kharif	Nashik	Wheat
90	8	12	7.26	25.3	94.96	187	Loamy	Kharif	Nashik	Wheat
90	21	11	6.46	32.24	90.15	187	Alluvial	Kharif	Konkan	Rice
90	19	14	6.7	17.68	94.36	187	Loamy	Kharif	Nashik	Wheat
90	18	12	7.4	10.27	90.19	187	Loamy	Kharif	Nashik	Wheat
90	15	6	6.91	17.22	94.79	187	Loamy	Kharif	Nashik	Wheat
90	22	5	7.76	19.67	90.5	187	Black	Kharif	Vidarbha	Cotton
90	25	9	7.8	10.36	93.76	187	Black	Kharif	Vidarbha	Cotton
90	7	9	6.97	27.26	91.71	187	Loamy	Kharif	Nashik	Wheat
90	7	9	6.73	34.59	92.13	187	Loamy	Kharif	Nashik	Wheat
90	30	11	6.6	32.4	94.52	187	Loamy	Kharif	Nashik	Wheat
90	17	10	6.47	10.16	91.22	187	Alluvial	Kharif	Konkan	Rice
90	23	8	6.41	21.49	93.44	187	Alluvial	Kharif	Konkan	Rice
90	20	12	6.48	16.53	94.77	187	Alluvial	Kharif	Konkan	Rice
90	23	11	6.41	31.85	90.12	187	Alluvial	Kharif	Konkan	Rice
90	14	11	6.55	28.05	90.01	187	Loamy	Kharif	Nashik	Wheat
90	11	10	7.36	31.75	94.6	187	Loamy	Kharif	Nashik	Wheat
90	29	10	7.37	29.07	93.27	187	Loamy	Kharif	Nashik	Wheat
90	24	13	7.85	19.14	90.71	187	Black	Kharif	Vidarbha	Cotton
90	8	10	8	16.15	91.44	187	Black	Kharif	Vidarbha	Cotton
90	10	14	6.73	34.05	92.06	187	Loamy	Kharif	Nashik	Wheat
90	13	9	7.79	34.51	90.56	187	Black	Kharif	Vidarbha	Cotton
90	30	5	7.66	32.72	90.55	187	Black	Kharif	Vidarbha	Cotton
90	8	12	7.11	25.16	92.55	187	Loamy	Kharif	Nashik	Wheat
90	7	7	7.2	27.68	94.47	187	Loamy	Kharif	Nashik	Wheat
90	17	15	7.87	21.35	90.95	187	Black	Kharif	Vidarbha	Cotton
90	26	9	7.57	11.7	93.26	187	Black	Kharif	Vidarbha	Cotton
90	68	50	6.79	35.21	91.5	187	Loamy	Kharif	Nashik	Wheat
90	46	45	6.58	42.39	90.79	187	Loamy	Kharif	Nashik	Wheat
90	47	55	6.75	38.42	91.14	187	Loamy	Kharif	Nashik	Wheat
90	65	53	6.56	35.33	92.12	187	Loamy	Kharif	Nashik	Wheat
90	68	45	6.94	42.92	90.08	187	Loamy	Kharif	Nashik	Wheat
90	68	45	6.99	33.84	92.85	187	Loamy	Kharif	Nashik	Wheat
90	62	50	6.98	33.2	92.76	187	Loamy	Kharif	Nashik	Wheat
90	65	47	6.83	23.49	93.71	187	Loamy	Kharif	Nashik	Wheat
90	68	54	6.74	29.34	90.82	187	Loamy	Kharif	Nashik	Wheat
90	64	47	6.99	40.21	94.51	187	Loamy	Kharif	Nashik	Wheat
90	51	47	6.76	42.13	91.7	187	Loamy	Kharif	Nashik	Wheat
90	47	53	6.85	32.86	91.46	187	Loamy	Kharif	Nashik	Wheat
90	64	54	6.74	29.81	91.38	187	Loamy	Kharif	Nashik	Wheat
90	57	48	6.51	31.56	93.05	187	Loamy	Kharif	Nashik	Wheat
90	60	54	6.99	36.32	93.06	187	Loamy	Kharif	Nashik	Wheat
90	58	49	6.69	37.13	94.61	187	Loamy	Kharif	Nashik	Wheat
90	55	53	6.54	38.44	93.64	187	Loamy	Kharif	Nashik	Wheat
90	51	52	6.93	32.66	90.79	187	Loamy	Kharif	Nashik	Wheat
90	65	47	6.72	27.93	91.56	187	Loamy	Kharif	Nashik	Wheat
90	57	51	6.99	39.02	91.49	187	Loamy	Kharif	Nashik	Wheat
90	52	53	6.7	32.51	94.66	187	Loamy	Kharif	Nashik	Wheat
90	67	45	6.7	38.72	91.73	187	Loamy	Kharif	Nashik	Wheat
90	64	52	6.64	43.3	92.83	187	Loamy	Kharif	Nashik	Wheat
90	62	55	6.59	27.59	90.73	187	Loamy	Kharif	Nashik	Wheat
90	48	45	6.56	40.79	92.91	187	Loamy	Kharif	Nashik	Wheat
90	46	52	6.5	23.19	91.4	187	Loamy	Kharif	Nashik	Wheat
90	68	52	6.8	32.68	92.62	187	Loamy	Kharif	Nashik	Wheat
90	59	46	6.72	34.29	93.61	187	Loamy	Kharif	Nashik	Wheat
90	51	51	6.57	39.3	94.16	187	Loamy	Kharif	Nashik	Wheat
90	54	46	6.92	39.73	91.12	187	Loamy	Kharif	Nashik	Wheat
90	56	49	6.52	39.23	91.26	187	Loamy	Kharif	Nashik	Wheat
90	68	51	6.69	27.35	94.18	187	Loamy	Kharif	Nashik	Wheat
90	59	47	6.75	40.77	92.09	187	Loamy	Kharif	Nashik	Wheat
90	70	52	6.65	26.27	90.8	187	Loamy	Kharif	Nashik	Wheat
90	61	49	6.5	28.13	93.32	187	Loamy	Kharif	Nashik	Wheat
90	60	55	6.83	34.28	90.56	187	Loamy	Kharif	Nashik	Wheat
90	62	52	6.99	33.8	93.01	187	Loamy	Kharif	Nashik	Wheat
90	62	51	6.51	31.53	90.87	187	Loamy	Kharif	Nashik	Wheat
90	57	53	6.93	42.3	90.51	187	Loamy	Kharif	Nashik	Wheat
90	47	48	6.71	24.64	90.62	187	Loamy	Kharif	Nashik	Wheat
90	50	48	6.63	28.28	91.37	187	Loamy	Kharif	Nashik	Wheat
90	46	53	6.76	24.49	92.98	187	Loamy	Kharif	Nashik	Wheat
90	68	55	6.69	42.85	94.64	187	Loamy	Kharif	Nashik	Wheat
90	62	52	6.61	43.68	93.11	187	Loamy	Kharif	Nashik	Wheat
90	58	51	6.84	42.07	92.92	187	Loamy	Kharif	Nashik	Wheat
90	60	47	6.83	33.47	92.13	187	Loamy	Kharif	Nashik	Wheat
90	66	47	6.95	31.7	91.66	187	Loamy	Kharif	Nashik	Wheat
90	65	48	6.67	41.42	90.04	187	Loamy	Kharif	Nashik	Wheat
90	54	46	6.66	42.55	94.94	187	Loamy	Kharif	Nashik	Wheat
90	64	52	6.68	28.92	94.64	187	Loamy	Kharif	Nashik	Wheat
90	52	47	6.54	43.08	93.9	187	Loamy	Kharif	Nashik	Wheat
90	47	46	6.84	29.2	93.97	187	Loamy	Kharif	Nashik	Wheat
